Hotel,is_canceled,lead_time,Lead_Time_Group,arrival_date_year,arrival_date_month,Month_Number_Final,arrival_date_week_number,arrival_date_day_of_month,Total stay (Week + Weekend),total guests(child + adult + baby),Family Flag,country_name,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr in INR ,required_car_parking_spaces,total_of_special_requests,Revenue
City Hotel,0.00,19,0-30,2017,2,2,6,7,5,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,33750
City Hotel,1.00,7,0-30,2017,5,5,18,3,1,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,13500,0,1,13500
City Hotel,0.00,44,31-90,2016,1,1,1,2,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,8820,0,0,26460
Resort Hotel,0.00,245,180+,2017,6,6,24,12,10,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7713,0,0,77130
City Hotel,1.00,180,91-180,2016,8,8,32,3,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10098,0,0,70686
Resort Hotel,0.00,7,0-30,2017,6,6,23,7,2,1,Family,Portugal,Corporate,Corporate,1,0,3,0,No Deposit,0,6750,0,0,13500
City Hotel,0.00,68,31-90,2017,5,5,18,4,3,3,Family,United States,Online TA,TA/TO,0,0,0,0,No Deposit,0,19440,0,1,58320
City Hotel,1.00,49,31-90,2016,4,4,16,10,4,1,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,10098,0,0,40392
City Hotel,0.00,46,31-90,2016,11,11,45,4,5,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,11554.2,0,1,57771
Resort Hotel,1.00,93,91-180,2016,1,1,2,6,8,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,6579,0,1,52632
City Hotel,0.00,1,0-30,2017,2,2,5,1,1,1,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,8370,0,0,8370
City Hotel,0.00,63,31-90,2017,4,4,13,1,5,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,8910,0,0,44550
Resort Hotel,0.00,115,91-180,2016,5,5,19,5,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5305.5,0,0,37138.5
Resort Hotel,0.00,0,0-30,2016,4,4,15,9,3,2,Family,Argentina,Direct,Direct,0,0,0,0,No Deposit,0,9630,1,0,28890
Resort Hotel,0.00,202,180+,2016,10,10,40,1,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,6939,1,1,27756
City Hotel,0.00,86,31-90,2016,8,8,33,7,4,3,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,14337,0,1,57348
City Hotel,0.00,66,31-90,2016,6,6,24,9,4,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,11421,0,1,45684
Resort Hotel,0.00,33,31-90,2015,8,8,33,12,1,2,Family,Portugal,Groups,Corporate,0,0,0,0,No Deposit,0,22680,0,1,22680
City Hotel,0.00,14,0-30,2017,3,3,9,4,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,7221.6,0,0,28886.4
Resort Hotel,0.00,64,31-90,2016,4,4,15,8,7,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3758.4,0,0,26308.8
City Hotel,0.00,0,0-30,2016,5,5,20,9,1,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13410,0,0,13410
Resort Hotel,0.00,240,180+,2016,6,6,23,2,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,0,6988.5,0,0,48919.5
Resort Hotel,0.00,75,31-90,2015,8,8,32,3,6,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,11070,0,2,66420
City Hotel,0.00,48,31-90,2016,3,3,11,6,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3660.3,0,1,10980.9
City Hotel,0.00,1,0-30,2015,8,8,33,12,12,1,Family,Unknown,Direct,Direct,0,0,0,2,No Deposit,0,6750,0,0,81000
Resort Hotel,0.00,16,0-30,2015,7,7,28,11,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11070,0,1,22140
Resort Hotel,0.00,175,91-180,2016,7,7,28,7,14,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9288,0,1,130032
City Hotel,1.00,152,91-180,2017,5,5,18,3,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,9000,0,0,27000
City Hotel,1.00,33,31-90,2015,12,12,50,8,7,1,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,No Deposit,0,3600,0,0,25200
City Hotel,0.00,53,31-90,2016,4,4,14,2,1,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,6804,0,1,6804
Resort Hotel,0.00,36,31-90,2017,5,5,18,5,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,1,No Deposit,0,9756,0,1,39024
City Hotel,0.00,127,91-180,2016,10,10,41,3,7,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,2,68040
Resort Hotel,0.00,117,91-180,2016,5,5,20,9,4,2,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,8257.5,0,1,33030
City Hotel,0.00,42,31-90,2017,5,5,18,3,6,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,12739.5,0,2,76437
City Hotel,0.00,142,91-180,2016,8,8,32,3,3,4,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,16767,1,1,50301
City Hotel,1.00,31,31-90,2016,3,3,10,5,5,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10719,0,1,53595
Resort Hotel,1.00,253,180+,2015,9,9,37,12,7,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,Non Refund,0,5305.5,0,0,37138.5
Resort Hotel,0.00,3,0-30,2016,8,8,33,11,1,4,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,21510,0,0,21510
City Hotel,1.00,82,31-90,2016,9,9,37,10,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11259,0,0,11259
City Hotel,1.00,56,31-90,2016,12,12,50,7,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8424,0,0,25272
Resort Hotel,0.00,2,0-30,2015,10,10,42,11,1,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,4536,0,1,4536
City Hotel,0.00,0,0-30,2016,8,8,33,10,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,14220,0,1,14220
City Hotel,0.00,12,0-30,2017,7,7,27,6,1,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,1,10800
City Hotel,0.00,82,31-90,2016,4,4,15,7,5,2,Family,France,Direct,Direct,0,0,0,0,No Deposit,0,10786.5,0,1,53932.5
City Hotel,0.00,6,0-30,2016,3,3,10,4,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8190,0,0,8190
Resort Hotel,0.00,23,0-30,2016,1,1,1,2,3,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,4529.7,1,0,13589.1
City Hotel,0.00,116,91-180,2017,6,6,23,6,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13770,0,0,41310
City Hotel,0.00,37,31-90,2017,5,5,18,4,5,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,16110,0,2,80550
Resort Hotel,1.00,271,180+,2016,6,6,24,11,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,5832,0,2,11664
City Hotel,1.00,82,31-90,2017,4,4,14,6,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11502,0,0,34506
City Hotel,0.00,124,91-180,2016,11,11,45,5,4,2,Family,Germany,Online TA,TA/TO,0,0,0,3,No Deposit,0,12613.5,0,0,50454
City Hotel,0.00,5,0-30,2016,12,12,50,10,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11279.7,0,1,33839.1
Resort Hotel,0.00,6,0-30,2015,11,11,45,3,7,3,Family,Netherlands,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4401,0,1,30807
City Hotel,1.00,100,91-180,2017,5,5,19,7,6,3,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,15660,0,2,93960
City Hotel,1.00,173,91-180,2017,2,2,7,12,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7956,0,1,39780
City Hotel,1.00,68,31-90,2016,5,5,20,10,3,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,10935,0,0,32805
City Hotel,0.00,78,31-90,2016,12,12,49,3,5,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13311,0,1,66555
City Hotel,0.00,5,0-30,2016,4,4,16,12,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14130,0,2,42390
City Hotel,0.00,163,91-180,2017,7,7,27,3,4,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,16119,0,2,64476
Resort Hotel,0.00,40,31-90,2016,11,11,45,1,5,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4716,0,0,23580
Resort Hotel,0.00,232,180+,2016,9,9,36,2,7,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8172,0,0,57204
Resort Hotel,0.00,81,31-90,2016,3,3,11,9,3,3,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,7789.5,0,0,23368.5
Resort Hotel,0.00,152,91-180,2017,4,4,14,5,5,2,Family,United Kingdom,Groups,TA/TO,0,0,0,3,No Deposit,0,5400,0,0,27000
City Hotel,1.00,140,91-180,2017,5,5,18,4,2,2,Family,France,Online TA,TA/TO,0,0,0,2,No Deposit,0,10260,0,2,20520
City Hotel,0.00,33,31-90,2017,2,2,6,11,1,2,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,7200,0,1,7200
Resort Hotel,1.00,195,180+,2017,8,8,31,1,6,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,20790,0,0,124740
City Hotel,0.00,4,0-30,2017,1,1,2,10,2,1,Family,Spain,Groups,TA/TO,0,0,0,0,No Deposit,0,6300,0,0,12600
Resort Hotel,1.00,84,31-90,2017,4,4,14,6,7,2,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,18585,0,0,130095
Resort Hotel,1.00,41,31-90,2017,8,8,32,7,3,4,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,34020,0,0,102060
City Hotel,0.00,156,91-180,2016,7,7,29,11,7,3,Family,France,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,8541.9,0,1,59793.3
City Hotel,0.00,0,0-30,2015,9,9,37,8,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9216,0,1,18432
City Hotel,1.00,178,91-180,2017,6,6,23,9,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,11700,0,0,23400
City Hotel,1.00,18,0-30,2016,5,5,19,7,5,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,12420,0,0,62100
City Hotel,1.00,109,91-180,2016,11,11,46,8,4,1,Family,United States,Offline TA/TO,GDS,0,0,0,0,No Deposit,0,19440,0,1,77760
City Hotel,0.00,64,31-90,2017,2,2,6,6,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8424,0,1,16848
City Hotel,0.00,128,91-180,2016,7,7,29,11,3,3,Family,United States,Online TA,TA/TO,0,0,0,3,No Deposit,0,10468.8,0,2,31406.4
Resort Hotel,1.00,15,0-30,2016,8,8,32,3,5,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,19710,0,1,98550
Resort Hotel,1.00,177,91-180,2017,7,7,27,2,7,4,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,16457.4,0,0,115201.8
Resort Hotel,0.00,0,0-30,2016,10,10,42,11,1,2,Family,United Kingdom,Direct,Direct,1,0,0,1,No Deposit,0,5400,0,0,5400
Resort Hotel,0.00,1,0-30,2016,2,2,7,12,5,1,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,4716,0,1,23580
Resort Hotel,0.00,4,0-30,2017,8,8,31,1,1,1,Family,Portugal,Corporate,Corporate,1,0,3,0,No Deposit,0,12780,1,0,12780
Resort Hotel,0.00,3,0-30,2017,2,2,6,10,2,3,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,14670,1,2,29340
City Hotel,0.00,10,0-30,2017,2,2,6,5,1,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,7920,0,1,7920
Resort Hotel,1.00,75,31-90,2016,9,9,38,11,3,3,Family,Brazil,Online TA,TA/TO,0,0,0,2,No Deposit,0,10595.7,0,0,31787.1
Resort Hotel,0.00,30,0-30,2016,9,9,38,12,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,13770,1,1,27540
Resort Hotel,0.00,33,31-90,2016,10,10,42,10,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,5220,0,1,10440
City Hotel,0.00,1,0-30,2017,3,3,9,3,4,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12087,0,0,48348
City Hotel,1.00,270,180+,2017,6,6,22,3,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14175,0,1,42525
Resort Hotel,1.00,29,0-30,2017,5,5,19,9,6,4,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,15210,0,0,91260
City Hotel,0.00,60,31-90,2017,6,6,24,11,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8019,0,3,16038
City Hotel,1.00,349,180+,2016,10,10,41,4,6,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,162,7200,0,0,43200
City Hotel,0.00,64,31-90,2017,1,1,1,3,7,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,6732,0,1,47124
Resort Hotel,0.00,104,91-180,2016,6,6,25,12,1,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,7020,0,1,7020
City Hotel,1.00,69,31-90,2015,9,9,37,9,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,5580,0,0,11160
City Hotel,1.00,111,91-180,2016,10,10,42,10,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10800,0,0,10800
Resort Hotel,0.00,172,91-180,2016,1,1,3,12,28,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2332.8,0,1,65318.4
City Hotel,1.00,35,31-90,2016,12,12,50,7,9,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7128,0,0,64152
City Hotel,0.00,89,31-90,2016,12,12,50,10,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9360,0,2,18720
Resort Hotel,1.00,64,31-90,2016,2,2,7,11,4,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,2610,0,0,10440
Resort Hotel,0.00,49,31-90,2017,8,8,32,8,3,1,Family,Portugal,Corporate,Direct,1,0,2,0,No Deposit,0,13259.7,1,1,39779.1
City Hotel,0.00,108,91-180,2017,5,5,18,4,5,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,0,48600
Resort Hotel,0.00,151,91-180,2017,4,4,14,4,5,1,Family,United Kingdom,Groups,TA/TO,0,0,0,4,No Deposit,0,4410,1,0,22050
City Hotel,1.00,136,91-180,2017,6,6,22,1,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,13230,0,0,39690
City Hotel,0.00,3,0-30,2016,3,3,10,3,1,1,Family,Portugal,Corporate,Corporate,1,0,1,0,No Deposit,0,6030,1,1,6030
City Hotel,0.00,2,0-30,2016,7,7,28,9,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10464.3,0,1,10464.3
Resort Hotel,0.00,10,0-30,2015,10,10,41,8,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,6629.4,0,2,19888.2
City Hotel,0.00,0,0-30,2017,6,6,22,1,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,12600,0,0,12600
City Hotel,0.00,4,0-30,2015,9,9,36,4,2,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11160,1,1,22320
Resort Hotel,0.00,364,180+,2016,10,10,42,12,5,2,Family,United Kingdom,Groups,Corporate,0,0,0,1,No Deposit,0,6480,1,0,32400
City Hotel,0.00,35,31-90,2017,2,2,6,11,4,3,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,11322,0,1,45288
City Hotel,0.00,9,0-30,2016,5,5,20,9,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,16110,0,1,64440
City Hotel,0.00,24,0-30,2015,12,12,49,5,3,2,Family,Unknown,Corporate,Corporate,0,0,0,0,No Deposit,0,4500,0,0,13500
Resort Hotel,0.00,195,180+,2017,3,3,10,5,10,1,Family,United Kingdom,Groups,TA/TO,0,0,0,1,No Deposit,0,3774.6,0,0,37746
City Hotel,0.00,48,31-90,2016,9,9,36,2,1,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12798,0,2,12798
City Hotel,0.00,65,31-90,2016,7,7,29,10,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11259,0,1,45036
City Hotel,0.00,40,31-90,2016,2,2,6,6,3,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3660.3,0,0,10980.9
Resort Hotel,0.00,12,0-30,2015,8,8,32,2,7,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,15536.7,0,2,108756.9
City Hotel,0.00,47,31-90,2016,9,9,37,10,2,2,Family,Unknown,Groups,TA/TO,0,0,0,3,No Deposit,0,8640,0,1,17280
City Hotel,1.00,27,0-30,2016,6,6,24,9,1,2,Family,Portugal,Offline TA/TO,Corporate,0,0,0,0,No Deposit,0,10800,0,0,10800
City Hotel,0.00,31,31-90,2017,1,1,1,1,6,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,7949.7,0,2,47698.2
Resort Hotel,0.00,50,31-90,2017,7,7,27,6,1,4,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,23400,1,1,23400
City Hotel,1.00,49,31-90,2016,12,12,50,8,3,3,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,8424,0,2,25272
Resort Hotel,0.00,34,31-90,2016,9,9,36,1,4,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,1,No Deposit,0,15660,0,3,62640
City Hotel,0.00,32,31-90,2017,6,6,23,5,6,3,Family,Germany,Online TA,TA/TO,0,0,0,1,No Deposit,0,21300.3,0,1,127801.8
City Hotel,0.00,282,180+,2015,10,10,41,10,3,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6900.3,0,0,20700.9
Resort Hotel,0.00,41,31-90,2015,9,9,36,1,2,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5895,0,0,11790
Resort Hotel,0.00,145,91-180,2016,5,5,20,9,10,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,4878,0,2,48780
City Hotel,1.00,1,0-30,2017,6,6,23,8,1,1,Family,Portugal,Aviation,Corporate,0,0,0,0,No Deposit,0,12960,0,0,12960
Resort Hotel,0.00,157,91-180,2017,7,7,27,3,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,2,No Deposit,0,10973.7,0,0,76815.9
Resort Hotel,0.00,153,91-180,2017,1,1,1,2,4,1,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,5022,0,2,20088
Resort Hotel,1.00,23,0-30,2017,1,1,1,3,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,7920,0,0,15840
City Hotel,0.00,136,91-180,2016,7,7,28,6,1,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11745,0,0,11745
City Hotel,0.00,2,0-30,2016,10,10,41,4,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,15800.4,0,1,63201.6
City Hotel,0.00,71,31-90,2015,9,9,37,9,2,1,Family,France,Corporate,Corporate,0,0,0,0,No Deposit,0,8100,0,0,16200
City Hotel,1.00,52,31-90,2016,3,3,10,5,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7047,0,0,7047
City Hotel,1.00,131,91-180,2016,10,10,42,10,1,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,0,9720
City Hotel,0.00,91,91-180,2016,3,3,10,4,3,2,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3660.3,0,0,10980.9
City Hotel,0.00,125,91-180,2017,4,4,15,10,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,10919.7,0,1,32759.1
City Hotel,0.00,1,0-30,2017,2,2,6,8,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,0,19440
Resort Hotel,0.00,119,91-180,2017,8,8,31,5,10,2,Family,Unknown,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10647,0,0,106470
City Hotel,0.00,215,180+,2016,7,7,29,12,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8201.7,1,1,32806.8
City Hotel,1.00,96,91-180,2016,4,4,15,8,1,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,8181,0,1,8181
Resort Hotel,0.00,4,0-30,2016,8,8,32,6,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,18279.9,0,1,54839.7
City Hotel,1.00,194,180+,2017,8,8,31,3,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,10500.3,0,3,31500.9
City Hotel,0.00,91,91-180,2016,7,7,29,10,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,9882,0,1,39528
City Hotel,0.00,19,0-30,2016,5,5,19,7,1,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12150,0,0,12150
Resort Hotel,0.00,3,0-30,2016,3,3,11,12,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,4500,0,0,4500
City Hotel,1.00,212,180+,2017,6,6,22,2,3,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,9450,0,0,28350
Resort Hotel,0.00,3,0-30,2016,10,10,42,10,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,5850,0,0,11700
Resort Hotel,1.00,132,91-180,2015,9,9,36,1,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,11070,0,1,44280
Resort Hotel,0.00,21,0-30,2015,7,7,28,10,5,4,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,14850,1,3,74250
City Hotel,1.00,76,31-90,2016,11,11,45,3,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8424,0,1,25272
City Hotel,0.00,68,31-90,2016,7,7,28,4,2,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,9715.5,0,0,19431
City Hotel,0.00,138,91-180,2017,8,8,32,11,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,11250,0,3,33750
Resort Hotel,0.00,96,91-180,2017,3,3,11,12,11,1,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,2994.3,0,0,32937.3
Resort Hotel,0.00,0,0-30,2016,1,1,3,12,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,3870,0,0,3870
City Hotel,1.00,187,180+,2017,7,7,28,12,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,0,10449
City Hotel,0.00,26,0-30,2017,3,3,9,4,2,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,7128,0,2,14256
City Hotel,1.00,66,31-90,2016,10,10,41,3,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,2,No Deposit,0,10716.3,0,1,21432.6
Resort Hotel,1.00,99,91-180,2016,2,2,6,4,12,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,3499.2,0,1,41990.4
Resort Hotel,0.00,4,0-30,2016,12,12,51,11,1,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4536,0,0,4536
City Hotel,0.00,146,91-180,2017,7,7,27,2,5,2,Family,Belgium,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8910,0,0,44550
Resort Hotel,0.00,37,31-90,2016,1,1,2,7,2,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,2340,0,0,4680
Resort Hotel,0.00,7,0-30,2015,12,12,50,9,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,2250,0,0,2250
Resort Hotel,0.00,51,31-90,2017,5,5,19,11,4,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,15300,0,2,61200
Resort Hotel,0.00,20,0-30,2016,11,11,46,8,4,2,Family,Unknown,Direct,Direct,0,0,0,1,No Deposit,0,7042.5,1,2,28170
Resort Hotel,0.00,55,31-90,2017,5,5,18,2,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,1,No Deposit,0,720,0,1,2880
City Hotel,0.00,92,91-180,2016,10,10,41,6,1,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12150,0,2,12150
City Hotel,0.00,130,91-180,2017,6,6,23,8,3,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,17010,0,3,51030
Resort Hotel,0.00,62,31-90,2016,3,3,11,7,5,1,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,4050,1,1,20250
City Hotel,0.00,113,91-180,2016,7,7,29,12,3,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10935,0,0,32805
Resort Hotel,0.00,0,0-30,2016,11,11,45,4,7,1,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,7650,0,0,53550
Resort Hotel,0.00,112,91-180,2017,7,7,28,12,4,3,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,14761.8,0,0,59047.2
City Hotel,1.00,356,180+,2015,10,10,41,8,2,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,5580,0,0,11160
City Hotel,1.00,102,91-180,2016,5,5,19,2,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8552.7,0,0,42763.5
City Hotel,1.00,68,31-90,2015,12,12,49,2,1,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,5850,0,2,5850
Resort Hotel,0.00,264,180+,2017,8,8,32,7,5,3,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,20844,1,1,104220
Resort Hotel,0.00,132,91-180,2017,5,5,18,2,4,2,Family,Portugal,Direct,Direct,1,0,0,1,No Deposit,0,7650,0,1,30600
